name,address,city,delivery estimation [minutes],delivery price,food categories,is active,is valid,kosher,location lat long,menu,opening days,prep estimation [minutes],rating
Doron's Jachnun | Tel Aviv,מלאכי ישראל 10,Tel Aviv,12,10.0,homemade vegetarian mediterranean,True,True,False,"(34.78075, 32.079521)","Meal(name='ג׳חנון תימני עצבני', price=25.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/8c27744e-6916-11ea-98e9-0a58647e1a0b_____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='בורקס תורכי גבינה', price=33.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/c2f0e384-6916-11ea-bd71-0a58647e2405____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='בורקס תורכי - תרד גבינה', price=33.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/c6cccc3e-6916-11ea-ab86-0a58647e2307____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='בורקס תורכי תפו׳׳א', price=33.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/ca74a26c-6916-11ea-a77d-0a58647e2506____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7])",friday monday saturday sunday thursday tuesday wednesday,20,8.8
Cafe Castel,"אבן גבירול 151, תל אביב-יפו",Tel Aviv,12,10.0,pastry Sandwiches salad,True,True,False,"(34.78265815778452, 32.09062027449179)","Meal(name='כריך טונה', price=36.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/f8e5f0e8-721e-11ec-a3a7-5e076fa33e26__________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='כריך בריאות', price=22.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/1d9f6a86-721f-11ec-8506-ea47a3d74fb7____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='כריך קפרזה', price=34.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/431e61c6-7220-11ec-8e7a-d6ea4582ea8d___________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='\u202bכריך ברי פקאן וסלק', price=35.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/6995f7a6-7220-11ec-90a6-62c1acd00e8d______________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='כריך זוקיני עיזים', price=28.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/7b34172c-7220-11ec-9116-9a1161f87941____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='כריך חציל טבעוני', price=32.0, alcohol_percentage=0, vegetarian=True, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/b3368fe6-7221-11ec-9cf5-9ef202f0b0b9____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='כריך ישראלי', price=34.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/c4dbc69e-7221-11ec-a7eb-b6dec89d937a____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='סלט קינואה', price=28.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/16df34b4-7225-11ec-b03e-b66f8e7e4219___________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='סלט פסטה', price=29.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/6cca1bb4-7225-11ec-9895-d2160ae6bfcf_________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='\u202bרביעיית פררו רושה 🌱', price=32.0, alcohol_percentage=0, vegetarian=True, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/5e372320-7226-11ec-bcfc-c6723ff1b4d2____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='\u202bרביעיית ריבועי תמר 🌱', price=32.0, alcohol_percentage=0, vegetarian=True, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/7175e96c-7226-11ec-af14-56e512c30438_____________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='שישיית מקרונים', price=36.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/9bccf52a-7226-11ec-b6fc-96d992a56514________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='מטיאס בבצל', price=36.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/fcd6a95e-7228-11ec-b2a6-3a595ec4f3c8______.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='עלי גפן', price=28.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/1c69a802-7229-11ec-bbf2-262c0560ba78________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='שמן זית', price=44.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/4ab4af40-7229-11ec-bbf2-262c0560ba78___22.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='חלבה', price=28.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/59960fc2-7229-11ec-b99f-bac5c1a9638d______.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='תערובת פיצוחים', price=32.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/6a1f6cd0-7229-11ec-87c9-a26aea497dca________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='גרנולה', price=29.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/7e4aaf8a-7229-11ec-a079-e20d275437eb_______.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='קוקטייל ג׳ין, ליצ׳י וורדים', price=34.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/110c2dee-7f4f-11ec-b93f-c29c4a65e021___15.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='קוקטייל וודסטוק', price=34.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/3c54f58a-7f4f-11ec-8f9f-7e42dd3cef71___14.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='קוקטייל מרגריטה ואננס', price=34.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/70cc7694-7f4f-11ec-aeef-16951b1e633c___16.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='קוקטייל נגרוני', price=34.0, alcohol_percentage=0, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/a2609136-7f4f-11ec-bddd-be08d83154cb___13.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='ספראצה רוסו', price=24.0, alcohol_percentage=50, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/b42e16ea-722a-11ec-a214-4af7c02a9fe9___12.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='ספראצה ביאנקו', price=24.0, alcohol_percentage=50, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/5a74174c-7f51-11ec-959e-8ef1ea66fe5b___11.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='מיין רוזה', price=21.0, alcohol_percentage=50, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/77589178-834b-11ec-ae7c-dee514dd2365__________.jpeg', days=[1, 2, 3, 4, 5, 6, 7]) Meal(name='מיין לבן', price=21.0, alcohol_percentage=50, vegetarian=False, GF=False, spicy=False, image='https://wolt-menu-images-cdn.wolt.com/menu-images/61d475a0f13dba46514b243a/19e86824-834b-11ec-9e24-eecdab0d9ebf______.jpeg', days=[1, 2, 3, 4, 5, 6, 7])",friday monday saturday sunday thursday tuesday wednesday,20,9.0
